104978,The Running Mate,ga,1,10.0,2007-09-26,2007-10-17,false,1.838,["Drama,  Comedy,  War & Politics"]
18600,Nuacht RTÉ,ga,1,10.0,,,false,0.6,[News]
74533,Dominion Creek,ga,4,4.5,2015-09-08,2017-02-22,true,2.541,["Drama,  Western,  Action & Adventure"]
