66732,Stranger Things,en,16161,8.624,2016-07-15,2022-07-01,true,185.711,["Drama,  Sci-Fi & Fantasy,  Mystery"]
1399,Game of Thrones,en,21857,8.442,2011-04-17,2019-05-19,false,1083.917,["Sci-Fi & Fantasy,  Drama,  Action & Adventure"]
71446,Money Heist,es,17836,8.257,2017-05-02,2021-12-03,false,96.354,["Crime,  Drama"]
1402,The Walking Dead,en,15432,8.121,2010-10-31,2022-11-20,false,489.746,["Action & Adventure,  Drama,  Sci-Fi & Fantasy"]
There are 4 movies with vote_count greater than 15000
